survey_id,employee_id,survey_date,satisfaction_score,work_life_balance_score,manager_effectiveness_score
S05059_2,E05059,2025-10-27,6,6,6
S05060_1,E05060,2025-11-27,8,6,7
S05061_1,E05061,2025-07-13,7,6,6
S05061_2,E05061,2025-07-19,8,9,6
S05062_1,E05062,2025-07-17,7,7,6
S05062_2,E05062,2025-10-11,7,3,7
S05063_1,E05063,2025-12-11,7,7,8
S05064_1,E05064,2025-10-08,6,7,9
S05064_2,E05064,2025-12-14,9,8,5
S05065_1,E05065,2025-07-31,6,9,4
S05066_1,E05066,2025-11-13,7,6,7
S05066_2,E05066,2025-12-10,8,9,6
S05067_1,E05067,2025-07-26,7,8,8
S05068_1,E05068,2025-09-11,7,8,5
S05068_2,E05068,2025-10-08,6,5,6
S05069_1,E05069,2025-11-07,10,7,8
S05069_2,E05069,2025-11-24,7,8,7
S05070_1,E05070,2025-09-06,6,7,6
S05070_2,E05070,2025-10-05,5,5,6
S05070_3,E05070,2025-12-25,5,5,6
S05071_1,E05071,2025-09-24,6,6,4
S05072_1,E05072,2025-11-13,6,7,6
S05072_2,E05072,2025-12-10,5,4,6
S05073_1,E05073,2025-08-04,4,6,5
S05073_2,E05073,2025-08-15,4,7,6
S05074_1,E05074,2025-09-25,6,8,6
S05074_2,E05074,2025-12-24,7,7,9
S05075_1,E05075,2025-09-28,6,5,5
S05076_1,E05076,2025-07-19,7,8,6
S05076_2,E05076,2025-09-16,6,8,7
S05076_3,E05076,2025-11-02,7,8,6
S05077_1,E05077,2025-07-20,7,5,7
S05077_2,E05077,2025-09-18,8,8,7
S05077_3,E05077,2025-12-09,7,4,5
S05078_1,E05078,2025-08-15,6,8,5
S05079_1,E05079,2025-07-09,6,9,7
S05079_2,E05079,2025-11-05,7,7,7
S05080_1,E05080,2025-11-03,8,7,5
S05081_1,E05081,2025-07-22,9,7,7
S05081_2,E05081,2025-10-06,7,8,9
S05082_1,E05082,2025-07-03,6,5,6
S05083_1,E05083,2025-10-15,7,8,8
S05083_2,E05083,2025-12-30,7,6,7
S05084_1,E05084,2025-09-04,4,6,7
S05085_1,E05085,2025-07-15,8,10,8
S05085_2,E05085,2025-08-07,7,9,9
S05086_1,E05086,2025-07-14,5,3,4
S05086_2,E05086,2025-08-09,4,6,5
S05087_1,E05087,2025-08-17,6,6,9
S05088_1,E05088,2025-09-20,5,6,6
S05089_1,E05089,2025-08-03,7,7,10
S05089_2,E05089,2025-11-29,9,9,7
S05090_1,E05090,2025-11-07,10,9,10
S05090_2,E05090,2025-12-16,10,10,8
S05091_1,E05091,2025-08-08,7,6,6
S05091_2,E05091,2025-10-02,6,5,5
S05091_3,E05091,2025-11-06,9,7,6
S05092_1,E05092,2025-09-19,8,6,7
S05093_1,E05093,2025-08-05,10,9,9
S05093_2,E05093,2025-10-15,9,9,10
S05094_1,E05094,2025-10-28,4,6,5
S05094_2,E05094,2025-12-09,5,7,5
S05095_1,E05095,2025-10-24,9,7,9
S05095_2,E05095,2025-11-01,9,10,10
S05096_1,E05096,2025-11-16,6,6,10
S05097_1,E05097,2025-09-23,7,5,9
S05098_1,E05098,2025-11-24,7,6,3
S05099_1,E05099,2025-12-18,6,5,6
S05099_2,E05099,2025-12-21,7,8,7
S05100_1,E05100,2025-08-06,9,7,10
S05101_1,E05101,2025-08-12,8,5,5
S05101_2,E05101,2025-09-06,4,6,8
S05101_3,E05101,2025-12-23,6,5,5
S05102_1,E05102,2025-08-12,5,7,5
S05102_2,E05102,2025-10-16,6,6,6
S05102_3,E05102,2025-11-20,7,9,7
S05103_1,E05103,2025-08-25,7,7,3
S05103_2,E05103,2025-11-22,4,6,5
S05104_1,E05104,2025-08-24,7,9,5
S05105_1,E05105,2025-09-24,6,10,5
S05105_2,E05105,2025-11-27,7,5,10
S05106_1,E05106,2025-07-10,8,8,9
S05106_2,E05106,2025-09-02,8,8,7
S05107_1,E05107,2025-10-22,7,7,9
S05108_1,E05108,2025-08-01,6,8,7
S05108_2,E05108,2025-12-16,5,6,5
S05109_1,E05109,2025-07-28,7,7,7
S05109_2,E05109,2025-11-21,8,8,6
S05110_1,E05110,2025-11-03,7,5,4
S05110_2,E05110,2025-12-30,5,10,6
S05111_1,E05111,2025-10-03,6,6,8
S05111_2,E05111,2025-10-16,8,7,8
S05112_1,E05112,2025-09-16,10,10,7
S05112_2,E05112,2025-11-23,9,9,10
S05113_1,E05113,2025-07-20,7,5,6
S05113_2,E05113,2025-10-31,7,7,5
S05113_3,E05113,2025-11-09,1,5,7
S05114_1,E05114,2025-08-26,6,5,6
S05114_2,E05114,2025-11-23,6,4,6
S05115_1,E05115,2025-10-02,8,7,8
S05115_2,E05115,2025-12-20,8,8,8
S05116_1,E05116,2025-08-24,7,8,7
S05116_2,E05116,2025-10-31,6,8,6
S05117_1,E05117,2025-09-25,10,9,8
S05118_1,E05118,2025-07-10,6,6,5
S05119_1,E05119,2025-08-06,10,9,10
S05119_2,E05119,2025-08-09,9,10,8
S05119_3,E05119,2025-10-19,10,7,8
S05120_1,E05120,2025-09-14,7,9,6
S05121_1,E05121,2025-10-25,6,7,8
S05121_2,E05121,2025-12-25,10,10,5
S05122_1,E05122,2025-07-05,5,4,4
S05122_2,E05122,2025-11-06,6,7,7
S05123_1,E05123,2025-12-04,6,7,7
S05124_1,E05124,2025-07-13,9,9,9
S05125_1,E05125,2025-07-30,8,8,6
S05126_1,E05126,2025-08-08,8,9,7
S05126_2,E05126,2025-10-02,8,6,8
S05126_3,E05126,2025-10-20,9,9,7
S05127_1,E05127,2025-10-10,8,7,10
S05128_1,E05128,2025-09-30,4,6,6
S05129_1,E05129,2025-07-07,9,10,10
S05129_2,E05129,2025-12-04,8,9,8
S05129_3,E05129,2025-12-12,8,9,8
S05130_1,E05130,2025-09-29,5,3,4
S05130_2,E05130,2025-11-22,7,4,5
S05131_1,E05131,2025-11-17,6,5,7
S05131_2,E05131,2025-12-25,6,5,5
S05132_1,E05132,2025-07-21,6,5,5
S05133_1,E05133,2025-11-19,7,6,8
S05133_2,E05133,2025-12-17,8,10,6
S05133_3,E05133,2025-12-25,8,8,6
S05134_1,E05134,2025-08-10,7,5,5
S05134_2,E05134,2025-10-28,7,8,4
S05134_3,E05134,2025-11-03,6,7,8
S05135_1,E05135,2025-11-02,6,5,6
S05136_1,E05136,2025-07-19,10,7,9
S05136_2,E05136,2025-07-22,9,9,8
S05136_3,E05136,2025-12-26,8,10,7
S05137_1,E05137,2025-08-18,8,9,8
S05137_2,E05137,2025-10-09,8,6,9
S05137_3,E05137,2025-12-28,7,8,7
S05138_1,E05138,2025-08-01,7,9,5
S05138_2,E05138,2025-10-24,7,5,6
S05139_1,E05139,2025-07-31,7,8,8
S05139_2,E05139,2025-12-26,8,10,7
S05140_1,E05140,2025-09-17,8,5,7
S05140_2,E05140,2025-10-28,7,5,7
S05141_1,E05141,2025-08-16,6,7,5
S05141_2,E05141,2025-09-04,7,5,7
S05141_3,E05141,2025-09-30,7,6,7
S05142_1,E05142,2025-07-28,10,10,9
S05142_2,E05142,2025-10-13,9,8,6
S05143_1,E05143,2025-10-14,5,3,6
S05143_2,E05143,2025-11-01,7,4,5
S05144_1,E05144,2025-09-03,7,8,6
S05144_2,E05144,2025-10-04,7,8,8
S05144_3,E05144,2025-10-10,8,8,8
S05145_1,E05145,2025-08-25,9,10,8
S05145_2,E05145,2025-11-25,10,9,7
S05146_1,E05146,2025-07-28,4,3,7
S05147_1,E05147,2025-07-12,5,2,6
S05148_1,E05148,2025-10-06,7,5,7
S05149_1,E05149,2025-07-31,5,7,3
S05150_1,E05150,2025-11-29,9,8,6
S05150_2,E05150,2025-12-06,8,9,9
S05151_1,E05151,2025-07-12,6,4,5
S05151_2,E05151,2025-10-17,6,4,4
S05152_1,E05152,2025-09-15,7,6,8
S05152_2,E05152,2025-09-17,8,6,9
S05153_1,E05153,2025-09-22,7,9,6
S05153_2,E05153,2025-11-06,7,6,8
S05153_3,E05153,2025-11-17,7,6,7
S05154_1,E05154,2025-12-23,5,7,6
S05155_1,E05155,2025-09-14,9,7,8
S05155_2,E05155,2025-11-01,8,10,10
S05155_3,E05155,2025-12-04,10,10,6
S05156_1,E05156,2025-08-05,6,7,6
S05157_1,E05157,2025-09-01,5,9,6
S05157_2,E05157,2025-12-29,7,6,6
S05158_1,E05158,2025-10-11,6,6,4
S05158_2,E05158,2025-11-16,5,3,5
S05158_3,E05158,2025-12-05,7,2,5
S05159_1,E05159,2025-09-20,8,9,8
S05159_2,E05159,2025-09-30,7,8,8
S05160_1,E05160,2025-09-11,5,9,6
S05160_2,E05160,2025-09-24,7,8,5
S05161_1,E05161,2025-07-28,8,8,10
S05162_1,E05162,2025-07-11,9,8,9
S05163_1,E05163,2025-08-16,6,8,9
S05163_2,E05163,2025-08-25,7,7,7
S05164_1,E05164,2025-10-27,8,6,6
S05165_1,E05165,2025-09-30,6,4,8
S05165_2,E05165,2025-10-16,8,9,6
S05165_3,E05165,2025-12-22,9,7,8
S05166_1,E05166,2025-07-15,6,8,8
S05166_2,E05166,2025-08-02,5,6,6
S05166_3,E05166,2025-10-03,6,9,8
S05167_1,E05167,2025-08-18,7,9,7
S05167_2,E05167,2025-09-15,8,9,6
S05168_1,E05168,2025-07-23,7,7,8
S05168_2,E05168,2025-11-11,8,6,8
S05169_1,E05169,2025-07-09,7,9,5
S05169_2,E05169,2025-09-15,7,6,8
S05170_1,E05170,2025-08-15,6,2,4
S05170_2,E05170,2025-09-12,5,7,4
S05171_1,E05171,2025-11-26,10,9,7
S05172_1,E05172,2025-08-07,6,7,6
S05172_2,E05172,2025-08-20,6,7,5
S05173_1,E05173,2025-09-06,7,7,9
S05173_2,E05173,2025-12-26,7,8,7
S05174_1,E05174,2025-07-23,9,8,8
S05174_2,E05174,2025-08-15,8,9,8
S05175_1,E05175,2025-08-01,5,4,7
S05175_2,E05175,2025-10-16,5,3,4
S05175_3,E05175,2025-11-20,7,4,9
S05176_1,E05176,2025-11-29,8,7,5
S05177_1,E05177,2025-07-03,9,7,5
S05177_2,E05177,2025-09-27,6,7,6
S05177_3,E05177,2025-12-25,10,6,6
S05178_1,E05178,2025-09-29,8,10,9
S05179_1,E05179,2025-09-10,5,6,3
S05180_1,E05180,2025-08-06,7,6,6
S05180_2,E05180,2025-09-24,6,8,10
S05181_1,E05181,2025-10-13,10,6,7
S05181_2,E05181,2025-10-15,6,8,7
S05181_3,E05181,2025-12-21,8,8,6
S05182_1,E05182,2025-08-04,6,6,6
S05183_1,E05183,2025-07-19,7,8,9
S05184_1,E05184,2025-07-05,6,6,4
S05184_2,E05184,2025-08-12,5,6,6
S05185_1,E05185,2025-08-12,8,7,7
S05186_1,E05186,2025-08-24,9,9,7
S05186_2,E05186,2025-09-30,5,7,8
S05187_1,E05187,2025-07-23,5,8,4
S05187_2,E05187,2025-09-11,7,10,7
S05187_3,E05187,2025-09-16,10,9,7
S05188_1,E05188,2025-09-06,4,7,7
S05189_1,E05189,2025-07-23,4,6,6
S05190_1,E05190,2025-10-12,7,9,6
S05191_1,E05191,2025-07-20,10,8,9
S05192_1,E05192,2025-08-03,7,9,9
S05192_2,E05192,2025-11-02,10,8,9
S05193_1,E05193,2025-12-08,8,7,7
S05194_1,E05194,2025-11-14,5,8,9
S05195_1,E05195,2025-07-22,10,10,9
S05195_2,E05195,2025-08-08,9,9,7
S05196_1,E05196,2025-07-28,10,10,9
S05196_2,E05196,2025-11-28,9,9,10
S05197_1,E05197,2025-10-06,7,6,7
S05198_1,E05198,2025-08-09,6,8,5
S05198_2,E05198,2025-12-04,6,8,6
S05199_1,E05199,2025-10-06,7,8,8
S05199_2,E05199,2025-10-08,6,10,10
S05199_3,E05199,2025-11-03,7,7,7
S05200_1,E05200,2025-08-27,8,8,10
S05200_2,E05200,2025-09-30,8,10,7
S05201_1,E05201,2025-09-21,7,6,6
S05201_2,E05201,2025-12-01,7,9,8
S05202_1,E05202,2025-08-24,7,8,8
S05202_2,E05202,2025-11-27,8,10,8
S05203_1,E05203,2025-12-22,6,5,5
S05204_1,E05204,2025-08-20,7,8,7
S05205_1,E05205,2025-10-20,6,6,9
S05205_2,E05205,2025-10-23,7,8,7
S05206_1,E05206,2025-09-23,6,6,7
S05207_1,E05207,2025-10-12,4,4,6
S05207_2,E05207,2025-11-10,7,7,5
S05208_1,E05208,2025-10-13,6,6,7
S05208_2,E05208,2025-10-20,8,8,10
S05208_3,E05208,2025-12-13,6,5,8
S05209_1,E05209,2025-12-02,8,9,9
S05210_1,E05210,2025-09-04,6,6,6
S05210_2,E05210,2025-11-07,6,8,8
S05211_1,E05211,2025-08-28,7,5,5
S05211_2,E05211,2025-10-08,7,7,7
S05211_3,E05211,2025-12-25,6,6,5
S05212_1,E05212,2025-09-02,5,8,7
S05213_1,E05213,2025-10-15,9,10,10
S05214_1,E05214,2025-10-03,5,5,6
S05214_2,E05214,2025-12-04,8,7,7
S05215_1,E05215,2025-11-13,7,10,6
S05216_1,E05216,2025-08-19,4,5,4
S05216_2,E05216,2025-09-19,4,5,3
S05216_3,E05216,2025-12-09,6,3,3
S05217_1,E05217,2025-09-14,8,8,9
S05217_2,E05217,2025-11-17,7,8,7
S05218_1,E05218,2025-08-30,7,6,7
S05218_2,E05218,2025-12-22,10,6,8
S05219_1,E05219,2025-07-25,8,7,6
S05220_1,E05220,2025-09-13,9,10,9
S05220_2,E05220,2025-12-23,8,10,9
S05221_1,E05221,2025-09-25,7,9,9
S05222_1,E05222,2025-09-06,10,10,8
S05222_2,E05222,2025-10-29,9,10,9
S05223_1,E05223,2025-09-27,3,6,5
S05223_2,E05223,2025-10-09,5,5,7
S05223_3,E05223,2025-11-30,6,5,6
S05224_1,E05224,2025-09-06,7,8,9
S05224_2,E05224,2025-09-29,8,9,7
S05224_3,E05224,2025-10-06,8,7,6
S05225_1,E05225,2025-08-14,7,6,7
S05225_2,E05225,2025-09-02,4,7,8
S05226_1,E05226,2025-08-17,6,7,7
S05226_2,E05226,2025-10-29,7,7,10
S05227_1,E05227,2025-09-23,6,3,6
S05228_1,E05228,2025-08-19,8,10,8
S05228_2,E05228,2025-09-02,8,8,8
S05228_3,E05228,2025-11-02,9,7,8
S05229_1,E05229,2025-07-04,7,6,7
S05229_2,E05229,2025-09-20,7,5,7
S05230_1,E05230,2025-09-03,7,7,8
S05230_2,E05230,2025-10-02,9,8,8
S05230_3,E05230,2025-10-26,7,7,8
S05231_1,E05231,2025-09-24,9,8,10
S05231_2,E05231,2025-11-05,8,9,9
S05232_1,E05232,2025-08-29,8,7,8
S05232_2,E05232,2025-09-25,6,8,6
S05233_1,E05233,2025-07-09,6,8,6
S05233_2,E05233,2025-09-05,6,8,4
S05234_1,E05234,2025-10-27,5,4,7
S05234_2,E05234,2025-12-09,6,7,7
S05235_1,E05235,2025-10-28,7,4,4
S05235_2,E05235,2025-12-27,6,4,5
S05236_1,E05236,2025-07-27,7,8,5
S05236_2,E05236,2025-09-18,7,5,6
S05236_3,E05236,2025-12-28,5,5,8
S05237_1,E05237,2025-09-22,6,6,6
S05238_1,E05238,2025-11-04,9,7,9
S05238_2,E05238,2025-12-20,10,7,6
S05239_1,E05239,2025-07-04,6,3,8
S05239_2,E05239,2025-09-10,5,6,7
S05239_3,E05239,2025-10-01,7,5,5
S05240_1,E05240,2025-10-09,9,10,10
S05241_1,E05241,2025-09-01,9,10,10
S05242_1,E05242,2025-10-17,7,6,6
S05242_2,E05242,2025-12-06,5,6,5
S05243_1,E05243,2025-07-13,7,10,6
S05243_2,E05243,2025-12-13,8,7,5
S05244_1,E05244,2025-11-30,10,9,10
S05245_1,E05245,2025-10-23,9,9,7
S05246_1,E05246,2025-09-16,6,6,8
S05246_2,E05246,2025-10-09,5,6,6
S05246_3,E05246,2025-10-17,7,6,7
S05247_1,E05247,2025-09-19,10,10,8
S05247_2,E05247,2025-11-03,9,9,10
S05248_1,E05248,2025-12-14,6,6,5
S05249_1,E05249,2025-07-09,7,9,8
S05249_2,E05249,2025-11-22,9,8,6
S05249_3,E05249,2025-12-08,7,9,7
S05250_1,E05250,2025-11-04,10,8,6
S05251_1,E05251,2025-08-06,6,6,7
S05251_2,E05251,2025-12-26,4,7,6
S05252_1,E05252,2025-07-08,4,5,6
S05253_1,E05253,2025-08-12,10,10,9
S05253_2,E05253,2025-11-16,10,10,7
S05254_1,E05254,2025-08-29,7,10,9
S05254_2,E05254,2025-11-23,9,5,9
S05255_1,E05255,2025-07-05,9,6,7
S05255_2,E05255,2025-10-28,6,9,8
S05256_1,E05256,2025-11-14,8,6,9
S05256_2,E05256,2025-12-30,8,8,10
S05257_1,E05257,2025-08-06,9,6,7
S05257_2,E05257,2025-11-05,7,6,7
S05258_1,E05258,2025-07-02,4,7,2
S05259_1,E05259,2025-11-30,8,7,7
S05260_1,E05260,2025-08-27,9,8,9
S05261_1,E05261,2025-11-12,4,4,3
S05262_1,E05262,2025-08-29,8,9,8
S05262_2,E05262,2025-10-22,9,6,5
S05262_3,E05262,2025-12-26,8,7,7
S05263_1,E05263,2025-07-02,9,8,8
S05263_2,E05263,2025-08-27,5,6,7
S05263_3,E05263,2025-10-12,7,8,9
S05264_1,E05264,2025-07-24,6,6,8
S05264_2,E05264,2025-08-16,6,6,7
S05264_3,E05264,2025-12-03,5,5,8
S05265_1,E05265,2025-08-04,5,5,6
S05266_1,E05266,2025-07-29,7,9,7
S05267_1,E05267,2025-08-15,5,7,6
S05268_1,E05268,2025-11-03,8,4,10
S05268_2,E05268,2025-11-09,7,8,7
S05269_1,E05269,2025-10-30,9,6,8
S05270_1,E05270,2025-10-07,6,5,5
S05270_2,E05270,2025-12-23,8,5,6
S05271_1,E05271,2025-08-21,6,6,7
S05271_2,E05271,2025-11-04,6,6,9
S05272_1,E05272,2025-07-03,4,4,4
S05273_1,E05273,2025-08-27,4,6,5
S05274_1,E05274,2025-08-21,5,6,5
S05275_1,E05275,2025-07-18,3,3,5
S05275_2,E05275,2025-07-28,6,4,5
S05275_3,E05275,2025-10-05,5,5,5
S05276_1,E05276,2025-09-18,5,6,8
S05276_2,E05276,2025-10-07,7,7,7
S05277_1,E05277,2025-09-28,7,9,7
S05277_2,E05277,2025-10-13,8,10,7
S05278_1,E05278,2025-07-21,10,7,7
S05278_2,E05278,2025-09-25,6,8,6
S05279_1,E05279,2025-07-08,5,7,6
S05279_2,E05279,2025-08-08,9,8,5
S05279_3,E05279,2025-08-28,6,5,7
S05280_1,E05280,2025-09-14,7,7,8
S05280_2,E05280,2025-10-07,6,7,7
S05280_3,E05280,2025-10-16,8,5,4
S05281_1,E05281,2025-11-12,4,5,3
S05281_2,E05281,2025-11-15,4,3,5
S05282_1,E05282,2025-12-10,6,7,7
S05283_1,E05283,2025-10-09,6,5,8
S05284_1,E05284,2025-11-27,6,6,7
S05285_1,E05285,2025-07-18,8,9,8
S05285_2,E05285,2025-11-29,6,6,7
S05286_1,E05286,2025-10-25,5,10,7
S05287_1,E05287,2025-09-25,9,10,10
S05288_1,E05288,2025-07-21,5,8,7
S05288_2,E05288,2025-09-21,6,7,8
S05288_3,E05288,2025-09-22,4,6,3
S05289_1,E05289,2025-08-11,9,8,9
S05289_2,E05289,2025-09-17,6,10,6
S05290_1,E05290,2025-11-28,7,7,6
S05291_1,E05291,2025-09-17,7,8,9
S05292_1,E05292,2025-07-14,6,8,6
S05292_2,E05292,2025-08-13,9,8,4
S05293_1,E05293,2025-09-11,7,5,6
S05293_2,E05293,2025-10-21,6,7,6
S05293_3,E05293,2025-12-28,9,6,8
S05294_1,E05294,2025-10-01,8,6,10
S05294_2,E05294,2025-11-15,8,7,7
S05294_3,E05294,2025-12-03,7,5,7
S05295_1,E05295,2025-10-14,8,8,5
S05296_1,E05296,2025-11-29,6,5,5
S05297_1,E05297,2025-10-25,8,8,8
S05298_1,E05298,2025-07-12,6,7,7
S05298_2,E05298,2025-12-21,7,6,8
S05299_1,E05299,2025-08-02,7,7,5
S05300_1,E05300,2025-09-29,4,2,5
S05301_1,E05301,2025-10-14,5,5,5
S05302_1,E05302,2025-10-31,6,7,9
S05302_2,E05302,2025-12-28,6,8,7
S05303_1,E05303,2025-08-13,5,5,6
S05303_2,E05303,2025-09-02,6,6,6
S05304_1,E05304,2025-08-22,7,8,7
S05305_1,E05305,2025-08-16,6,6,6
S05305_2,E05305,2025-12-09,4,5,6
S05306_1,E05306,2025-07-13,6,7,8
S05306_2,E05306,2025-10-13,8,7,7
S05307_1,E05307,2025-10-16,7,9,7
S05307_2,E05307,2025-11-01,7,6,4
S05308_1,E05308,2025-12-13,7,10,7
S05309_1,E05309,2025-10-23,7,4,6
S05309_2,E05309,2025-11-17,7,7,8
S05310_1,E05310,2025-10-18,8,7,8
S05310_2,E05310,2025-12-06,8,6,7
S05311_1,E05311,2025-11-10,6,7,6
S05312_1,E05312,2025-07-05,8,6,6
S05312_2,E05312,2025-09-23,10,8,8
S05312_3,E05312,2025-09-24,8,8,8
S05313_1,E05313,2025-07-29,8,7,10
S05313_2,E05313,2025-09-20,6,7,6
S05314_1,E05314,2025-09-23,7,6,5
S05314_2,E05314,2025-10-03,6,8,7
S05315_1,E05315,2025-08-06,3,3,6
S05315_2,E05315,2025-08-15,6,7,8
S05315_3,E05315,2025-11-02,6,5,6
S05316_1,E05316,2025-07-03,8,8,8
S05317_1,E05317,2025-08-28,7,5,5
S05317_2,E05317,2025-08-31,5,6,6
S05318_1,E05318,2025-09-17,9,8,7
S05318_2,E05318,2025-10-19,4,5,4
S05318_3,E05318,2025-11-26,4,7,7
S05319_1,E05319,2025-07-25,8,7,7
S05320_1,E05320,2025-07-24,9,8,7
S05320_2,E05320,2025-08-14,9,8,9
S05320_3,E05320,2025-10-24,8,10,7
S05321_1,E05321,2025-11-03,8,6,10
S05322_1,E05322,2025-07-24,7,4,5
S05323_1,E05323,2025-10-31,7,5,8
S05323_2,E05323,2025-11-10,7,5,6
S05324_1,E05324,2025-12-05,10,10,8
S05324_2,E05324,2025-12-06,7,7,9
S05325_1,E05325,2025-07-03,5,6,7
S05325_2,E05325,2025-12-27,4,7,8
S05326_1,E05326,2025-10-27,5,4,5
S05327_1,E05327,2025-12-02,10,8,5
S05328_1,E05328,2025-09-14,9,10,10
S05328_2,E05328,2025-11-07,8,8,8
S05329_1,E05329,2025-07-02,10,8,10
S05329_2,E05329,2025-10-03,8,9,9
S05330_1,E05330,2025-12-01,8,5,6
S05331_1,E05331,2025-08-20,8,9,10
S05332_1,E05332,2025-07-10,8,7,6
S05332_2,E05332,2025-09-04,7,7,7
S05333_1,E05333,2025-10-18,9,8,9
S05334_1,E05334,2025-07-09,7,8,9
S05335_1,E05335,2025-09-06,3,5,5
S05335_2,E05335,2025-11-05,6,7,5
S05336_1,E05336,2025-10-16,7,6,5
S05337_1,E05337,2025-10-18,5,8,7
S05338_1,E05338,2025-10-29,5,7,6
S05338_2,E05338,2025-11-27,7,4,6
S05338_3,E05338,2025-12-29,5,6,6
S05339_1,E05339,2025-09-23,7,6,7
S05339_2,E05339,2025-10-19,5,8,6
S05340_1,E05340,2025-09-03,4,3,6
S05340_2,E05340,2025-11-10,5,8,7
S05341_1,E05341,2025-10-11,7,6,7
S05341_2,E05341,2025-12-06,7,8,7
S05342_1,E05342,2025-07-30,7,6,6
S05343_1,E05343,2025-11-08,8,9,6
S05343_2,E05343,2025-12-07,8,6,9
S05344_1,E05344,2025-07-02,6,5,7
S05344_2,E05344,2025-11-11,7,5,4
S05345_1,E05345,2025-12-23,7,8,7
S05346_1,E05346,2025-08-04,5,6,5
S05346_2,E05346,2025-09-05,6,7,6
S05347_1,E05347,2025-11-27,7,7,6
S05348_1,E05348,2025-08-09,8,8,7
S05348_2,E05348,2025-10-04,6,9,6
S05349_1,E05349,2025-07-16,4,6,6
S05349_2,E05349,2025-07-30,6,6,5
S05350_1,E05350,2025-10-31,9,7,9
S05351_1,E05351,2025-07-28,6,6,6
S05352_1,E05352,2025-12-27,4,10,5
S05353_1,E05353,2025-07-26,6,6,4
S05353_2,E05353,2025-09-27,7,7,7
S05354_1,E05354,2025-07-26,8,8,7
S05355_1,E05355,2025-07-25,8,5,8
S05355_2,E05355,2025-10-29,7,7,5
S05356_1,E05356,2025-10-20,6,9,8
S05357_1,E05357,2025-07-18,10,7,6
S05357_2,E05357,2025-08-03,8,9,7
S05358_1,E05358,2025-12-02,9,9,9
S05359_1,E05359,2025-07-26,8,6,8
S05359_2,E05359,2025-09-05,10,8,7
S05359_3,E05359,2025-12-06,6,6,7
S05360_1,E05360,2025-07-06,8,10,10
S05360_2,E05360,2025-09-03,10,7,8
S05361_1,E05361,2025-08-14,6,8,9
S05361_2,E05361,2025-09-11,7,8,10
S05362_1,E05362,2025-08-14,8,7,10
S05362_2,E05362,2025-11-10,6,10,6
S05362_3,E05362,2025-12-14,6,6,9
S05363_1,E05363,2025-09-30,7,5,8
S05363_2,E05363,2025-10-19,6,6,5
S05363_3,E05363,2025-12-21,7,7,7
S05364_1,E05364,2025-10-27,7,7,5
S05364_2,E05364,2025-11-03,5,8,5
S05365_1,E05365,2025-07-11,9,7,6
S05365_2,E05365,2025-07-31,7,6,7
S05366_1,E05366,2025-09-09,8,8,9
S05366_2,E05366,2025-12-06,9,8,9
S05367_1,E05367,2025-08-26,6,4,3
S05367_2,E05367,2025-08-27,5,2,3
S05367_3,E05367,2025-10-24,3,3,5
S05368_1,E05368,2025-10-27,7,8,7
S05369_1,E05369,2025-10-04,5,6,6
S05370_1,E05370,2025-11-19,8,7,7
S05370_2,E05370,2025-11-22,7,8,6
S05371_1,E05371,2025-11-24,9,10,7
S05372_1,E05372,2025-07-19,8,7,5
S05372_2,E05372,2025-07-27,8,9,7
S05373_1,E05373,2025-10-22,6,7,5
S05374_1,E05374,2025-10-05,6,7,9
S05375_1,E05375,2025-10-03,7,8,4
S05376_1,E05376,2025-10-25,10,9,7
S05377_1,E05377,2025-07-11,7,8,7
S05378_1,E05378,2025-07-16,7,7,9
S05379_1,E05379,2025-12-02,10,8,7
S05380_1,E05380,2025-08-26,7,5,5
S05380_2,E05380,2025-11-11,7,8,7
S05381_1,E05381,2025-07-19,7,6,7
S05382_1,E05382,2025-09-25,6,9,7
S05383_1,E05383,2025-08-17,9,10,10
S05383_2,E05383,2025-10-21,9,8,7
S05384_1,E05384,2025-08-18,6,6,8
S05385_1,E05385,2025-08-13,6,6,5
S05385_2,E05385,2025-10-09,5,8,6
S05385_3,E05385,2025-10-30,9,7,5
S05386_1,E05386,2025-10-02,7,9,5
S05386_2,E05386,2025-10-17,8,10,5
S05386_3,E05386,2025-12-06,6,8,7
S05387_1,E05387,2025-10-17,7,6,8
S05387_2,E05387,2025-10-21,5,6,7
S05387_3,E05387,2025-11-14,5,6,5
S05388_1,E05388,2025-09-02,4,3,4
S05388_2,E05388,2025-09-30,2,5,3
S05388_3,E05388,2025-10-11,2,2,3
S05389_1,E05389,2025-07-26,4,10,7
S05389_2,E05389,2025-08-05,7,7,10
S05389_3,E05389,2025-08-31,8,8,7
S05390_1,E05390,2025-08-03,8,9,8
S05390_2,E05390,2025-11-12,7,9,8
S05391_1,E05391,2025-09-12,10,10,10
S05391_2,E05391,2025-12-12,10,9,10
S05392_1,E05392,2025-11-26,9,9,9
S05392_2,E05392,2025-12-07,10,10,9
S05393_1,E05393,2025-07-06,7,6,7
S05393_2,E05393,2025-09-10,7,8,8
S05394_1,E05394,2025-11-01,8,7,10
S05395_1,E05395,2025-07-25,6,7,7
S05395_2,E05395,2025-12-15,5,6,7
S05396_1,E05396,2025-07-11,7,7,3
S05396_2,E05396,2025-09-11,7,7,6
S05397_1,E05397,2025-07-10,9,10,9
S05397_2,E05397,2025-12-20,9,7,8
S05398_1,E05398,2025-09-29,6,7,5
