employee_id,age,gender,location,department,job_role,tenure_months,salary,performance_rating,engagement_score,promotion_last_2yrs,remote_status,attrition
E04416,46,Female,London,Marketing,Growth Marketing Manager,34,94300,3,69,0,Hybrid,No
E04417,39,Male,Redmond,Sales,Sales Operations Analyst,52,131400,3,60,0,Hybrid,No
E04418,31,Female,Dublin,Sales,Business Development Rep,72,118800,4,63,0,Remote,No
E04419,38,Female,Atlanta,Engineering,Data Engineer,60,134600,4,64,0,Remote,Yes
E04420,51,Female,Redmond,Operations,Operations Manager,125,86300,4,63,0,Onsite,Yes
E04421,37,Male,Redmond,Operations,Operations Analyst,49,88700,5,95,0,Hybrid,No
E04422,32,Female,London,Sales,Sales Manager,130,146200,5,58,0,Remote,No
E04423,36,Female,Dallas,Customer Support,Escalations Analyst,37,65000,3,73,1,Remote,No
E04424,42,Male,Seattle,Engineering,Software Engineer,143,134200,3,58,0,Onsite,Yes
E04425,43,Non-Binary,Redmond,Sales,Business Development Rep,86,129400,4,50,0,Hybrid,No
E04426,50,Male,Seattle,Product,UX Research Coordinator,53,129900,3,84,0,Hybrid,Yes
E04427,55,Female,Atlanta,Engineering,Software Engineer,107,164200,3,95,1,Hybrid,Yes
E04428,52,Male,Austin,Marketing,Campaign Manager,44,107000,3,63,0,Hybrid,No
E04429,53,Female,Austin,Customer Support,Escalations Analyst,72,91600,2,75,0,Remote,No
E04430,32,Male,New York,Engineering,Engineering Manager,24,119500,4,78,0,Remote,No
E04431,38,Female,Austin,Product,Program Manager,38,150900,4,88,1,Hybrid,No
E04432,35,Female,Dallas,HR,Recruiter,48,114000,3,86,0,Hybrid,No
E04433,44,Female,Bangalore,Customer Support,Customer Success Manager,140,90000,3,60,1,Onsite,No
E04434,44,Male,Seattle,Sales,Sales Manager,87,131100,4,79,0,Remote,No
E04435,34,Non-Binary,Austin,Engineering,Software Engineer,13,105100,3,68,0,Hybrid,No
E04436,34,Male,Dublin,Operations,Operations Analyst,93,98000,3,60,0,Hybrid,No
E04437,43,Female,Dallas,Engineering,Senior Software Engineer,83,158400,5,98,0,Remote,No
E04438,34,Male,Redmond,Operations,Operations Manager,36,86500,3,87,1,Onsite,Yes
E04439,34,Female,Seattle,Customer Support,Support Specialist,65,104200,5,70,0,Hybrid,No
E04440,42,Male,Toronto,Sales,Account Executive,125,136400,4,67,0,Hybrid,Yes
E04441,47,Female,Dublin,Engineering,Data Engineer,149,166000,4,54,0,Remote,No
E04442,35,Female,Seattle,Sales,Business Development Rep,127,166200,5,69,0,Hybrid,No
E04443,42,Male,Austin,Product,UX Research Coordinator,87,167200,3,69,0,Remote,No
E04444,33,Female,Dublin,Marketing,Marketing Analyst,96,124900,3,74,0,Remote,No
E04445,56,Female,London,Customer Support,Support Specialist,65,88300,2,74,0,Hybrid,No
E04446,44,Male,Redmond,Customer Support,Customer Success Manager,45,74300,4,57,0,Hybrid,No
E04447,45,Male,Redmond,Marketing,Content Strategist,39,96800,3,60,0,Onsite,No
E04448,35,Female,Redmond,Product,Program Manager,85,173600,3,82,1,Hybrid,No
E04449,49,Female,Redmond,Marketing,Marketing Analyst,68,134100,5,77,0,Hybrid,No
E04450,38,Male,Bangalore,Engineering,Engineering Manager,38,157900,3,58,0,Hybrid,Yes
E04451,43,Female,London,Engineering,Software Engineer,57,149800,3,67,0,Hybrid,No
E04452,32,Female,Chicago,Marketing,Marketing Analyst,71,116500,5,66,0,Remote,Yes
E04453,37,Male,Seattle,Sales,Sales Operations Analyst,121,140900,5,75,0,Onsite,No
E04454,38,Male,New York,HR,People Program Manager,34,106700,4,55,0,Hybrid,Yes
E04455,44,Female,Redmond,Marketing,Marketing Analyst,20,99700,3,76,0,Onsite,No
E04456,46,Male,Bangalore,HR,Recruiter,47,117800,3,74,0,Remote,No
E04457,30,Female,Chicago,Marketing,Growth Marketing Manager,41,92200,3,77,0,Remote,Yes
E04458,32,Male,New York,Engineering,Senior Software Engineer,85,133200,2,66,0,Onsite,Yes
E04459,48,Female,Atlanta,Customer Support,Escalations Analyst,99,85300,2,56,0,Onsite,Yes
E04460,27,Female,Bangalore,Marketing,Content Strategist,15,102200,4,86,0,Remote,Yes
E04461,53,Male,Redmond,IT,Security Analyst,77,117400,3,78,1,Hybrid,No
E04462,51,Male,Dallas,Marketing,Campaign Manager,42,91600,3,66,0,Hybrid,Yes
E04463,36,Male,Redmond,IT,IT Support Engineer,85,104200,4,66,0,Onsite,No
E04464,53,Male,Seattle,Sales,Sales Manager,76,137000,4,63,0,Hybrid,No
E04465,55,Male,Seattle,Engineering,Engineering Manager,108,155000,5,77,0,Remote,Yes
E04466,40,Female,Redmond,Engineering,Senior Software Engineer,97,141400,3,60,0,Remote,No
E04467,30,Male,Atlanta,Customer Support,Support Team Lead,108,92200,3,62,0,Hybrid,No
E04468,43,Male,London,Marketing,Growth Marketing Manager,17,111500,4,68,1,Remote,No
E04469,35,Male,Redmond,Finance,FP&A Analyst,44,118300,4,75,1,Hybrid,No
E04470,48,Female,Toronto,Operations,Operations Analyst,26,106000,5,60,1,Onsite,No
E04471,31,Female,New York,Product,Product Manager,51,142100,3,53,0,Hybrid,No
E04472,43,Female,Austin,Product,Product Analyst,129,170900,4,65,0,Hybrid,No
E04473,48,Female,London,Engineering,Software Engineer,54,151000,5,87,0,Hybrid,No
E04474,31,Male,Redmond,Sales,Account Executive,160,130000,4,79,1,Hybrid,No
E04475,32,Female,Austin,Engineering,Data Engineer,37,127000,4,76,0,Hybrid,No
E04476,24,Male,Redmond,Engineering,Software Engineer,68,145600,3,60,1,Remote,Yes
E04477,28,Female,Bangalore,Customer Support,Customer Success Manager,90,80200,3,67,0,Hybrid,No
E04478,34,Non-Binary,Dublin,Sales,Account Executive,112,121900,3,50,0,Hybrid,No
E04479,36,Female,Austin,Finance,FP&A Analyst,50,85000,2,60,1,Onsite,No
E04480,30,Female,London,Customer Support,Escalations Analyst,28,82100,4,80,0,Hybrid,No
E04481,48,Male,Redmond,HR,HR Business Partner,23,105900,3,65,0,Remote,No
E04482,28,Male,London,Operations,Business Operations Specialist,27,81000,3,80,0,Onsite,No
E04483,51,Male,New York,IT,IT Support Engineer,58,109500,5,74,0,Hybrid,No
E04484,33,Female,Redmond,Engineering,Software Engineer,84,168300,5,88,1,Hybrid,No
E04485,40,Female,Bangalore,Engineering,Senior Software Engineer,34,157100,4,74,0,Onsite,No
E04486,46,Male,London,Sales,Account Executive,30,139300,5,83,0,Onsite,No
E04487,27,Female,Chicago,Engineering,Engineering Manager,32,134000,3,72,0,Hybrid,No
E04488,56,Non-Binary,Redmond,Customer Support,Support Specialist,17,60800,3,60,0,Onsite,No
E04489,36,Female,Dallas,Engineering,Software Engineer,81,162000,3,85,0,Remote,No
E04490,28,Male,Redmond,Product,Product Manager,54,123300,3,48,0,Hybrid,Yes
E04491,33,Male,Toronto,Engineering,Software Engineer,59,163100,3,82,0,Hybrid,No
E04492,41,Female,Toronto,Engineering,Engineering Manager,23,155700,4,90,0,Hybrid,No
E04493,37,Female,New York,Finance,FP&A Analyst,105,133400,4,82,0,Remote,No
E04494,44,Female,Redmond,Engineering,Software Engineer,96,123700,2,59,0,Remote,Yes
E04495,28,Female,Atlanta,Engineering,Senior Software Engineer,36,135800,3,61,0,Hybrid,No
E04496,51,Male,Atlanta,Engineering,Software Engineer,117,143000,3,63,1,Onsite,No
E04497,26,Male,London,Finance,Financial Analyst,26,99900,4,78,0,Remote,No
E04498,35,Male,Chicago,HR,HR Business Partner,16,109100,4,74,0,Remote,No
E04499,38,Female,Seattle,Marketing,Marketing Analyst,156,119900,5,91,1,Remote,No
E04500,48,Female,Seattle,Operations,Business Operations Specialist,92,122200,3,75,0,Hybrid,No
E04501,29,Female,Redmond,Engineering,Engineering Manager,110,157500,2,71,0,Hybrid,No
E04502,37,Female,Redmond,Product,Product Analyst,58,112900,2,43,0,Hybrid,No
E04503,43,Female,Austin,Operations,Process Improvement Analyst,142,117300,4,65,0,Hybrid,No
E04504,30,Female,Dublin,Customer Support,Support Team Lead,118,75300,3,67,0,Onsite,Yes
E04505,31,Male,Atlanta,Operations,Process Improvement Analyst,79,94500,3,50,0,Onsite,No
E04506,29,Male,Redmond,Sales,Sales Manager,33,131300,5,76,0,Hybrid,No
E04507,24,Female,Dublin,Customer Support,Support Specialist,94,90700,2,49,0,Hybrid,No
E04508,30,Female,Austin,Engineering,Engineering Manager,12,126700,4,70,0,Hybrid,No
E04509,37,Male,Austin,IT,Systems Analyst,28,71000,3,62,0,Remote,No
E04510,31,Male,Redmond,Customer Support,Customer Success Manager,72,90600,4,55,0,Onsite,Yes
E04511,57,Female,Austin,Sales,Account Executive,61,112900,3,91,0,Hybrid,Yes
E04512,44,Female,London,Customer Support,Escalations Analyst,130,83500,3,78,0,Hybrid,No
E04513,29,Male,Redmond,Engineering,Data Engineer,32,141700,4,74,0,Remote,No
E04514,38,Male,London,Engineering,Software Engineer,125,149800,4,80,0,Hybrid,Yes
E04515,34,Female,Dublin,Product,Product Analyst,71,159700,3,70,0,Hybrid,No
E04516,35,Female,Redmond,Customer Support,Escalations Analyst,151,108500,4,67,0,Onsite,No
E04517,38,Male,Redmond,IT,Systems Analyst,75,105600,3,61,1,Remote,Yes
E04518,24,Female,Redmond,Customer Support,Support Specialist,73,78500,4,67,0,Onsite,Yes
E04519,45,Female,Dublin,Legal,Legal Operations Specialist,63,142000,4,64,0,Onsite,No
E04520,46,Female,Redmond,Finance,Finance Manager,71,112900,4,88,1,Hybrid,No
E04521,40,Female,Atlanta,IT,Systems Analyst,15,102300,4,74,0,Remote,No
E04522,36,Male,Redmond,IT,IT Support Engineer,31,112200,3,48,0,Hybrid,Yes
E04523,32,Female,Redmond,Engineering,Software Engineer,28,133900,3,75,0,Remote,No
E04524,38,Male,Bangalore,Finance,Accounting Analyst,71,133700,5,80,0,Remote,No
E04525,37,Female,London,Engineering,Data Engineer,64,164200,4,52,0,Hybrid,No
E04526,29,Male,Austin,Sales,Business Development Rep,26,115100,4,67,0,Hybrid,No
E04527,40,Female,Redmond,Customer Support,Escalations Analyst,59,85200,5,57,1,Onsite,Yes
E04528,30,Male,New York,Sales,Account Executive,73,102100,2,51,0,Remote,No
E04529,45,Female,Redmond,Engineering,Data Engineer,31,148900,3,73,0,Hybrid,Yes
E04530,34,Male,Austin,Engineering,Engineering Manager,11,136200,4,68,0,Hybrid,No
E04531,40,Female,London,HR,HR Analyst,37,114100,5,84,0,Hybrid,No
E04532,31,Female,Redmond,IT,IT Support Engineer,73,101400,4,95,1,Remote,Yes
E04533,28,Female,Atlanta,Customer Support,Customer Success Manager,97,78600,4,67,0,Remote,Yes
E04534,34,Female,Chicago,Engineering,Engineering Manager,64,130000,2,61,0,Onsite,Yes
E04535,37,Male,Atlanta,Engineering,Senior Software Engineer,87,154900,4,72,1,Onsite,No
E04536,53,Male,Toronto,Engineering,Engineering Manager,101,164700,3,65,1,Onsite,No
E04537,43,Female,Redmond,Legal,Legal Operations Specialist,39,138200,3,71,0,Hybrid,Yes
E04538,42,Female,Chicago,Customer Support,Escalations Analyst,70,89900,3,73,0,Hybrid,No
E04539,35,Female,Seattle,Engineering,Data Engineer,145,173300,3,71,0,Onsite,Yes
E04540,44,Female,Seattle,Sales,Business Development Rep,106,127700,3,73,1,Hybrid,Yes
E04541,33,Female,Redmond,Customer Support,Support Team Lead,64,55000,2,62,0,Onsite,No
E04542,41,Female,Chicago,Legal,Contract Analyst,21,136600,4,69,0,Onsite,No
E04543,30,Non-Binary,Seattle,Marketing,Campaign Manager,166,161900,4,79,0,Remote,No
E04544,41,Male,Austin,HR,Recruiter,80,129300,5,75,1,Hybrid,No
E04545,42,Male,Seattle,Finance,Financial Analyst,27,110000,4,63,0,Hybrid,Yes
E04546,39,Male,Dublin,HR,Recruiter,81,121700,5,80,1,Hybrid,No
E04547,36,Male,Atlanta,IT,Security Analyst,93,138400,5,78,1,Hybrid,No
E04548,35,Female,Austin,Marketing,Content Strategist,87,113100,3,72,1,Hybrid,No
E04549,43,Male,New York,Engineering,Engineering Manager,80,161200,4,80,1,Hybrid,No
E04550,35,Female,Seattle,Sales,Business Development Rep,76,115500,4,90,1,Remote,No
E04551,27,Male,Toronto,Marketing,Growth Marketing Manager,74,139800,5,66,0,Hybrid,No
E04552,49,Female,Redmond,Engineering,Data Engineer,76,151600,4,72,0,Hybrid,No
E04553,38,Female,Redmond,Engineering,Engineering Manager,66,156200,3,84,1,Onsite,No
E04554,36,Female,Seattle,Operations,Operations Manager,44,109600,5,78,0,Hybrid,No
E04555,41,Female,Redmond,Finance,Financial Analyst,123,145700,3,79,0,Remote,No
E04556,35,Male,Bangalore,Marketing,Content Strategist,37,89900,4,58,1,Remote,No
E04557,28,Male,Chicago,Engineering,Data Engineer,29,139600,3,54,0,Hybrid,No
E04558,32,Female,London,Engineering,Software Engineer,109,161800,3,72,1,Hybrid,No
E04559,45,Female,Redmond,Operations,Business Operations Specialist,73,106900,4,67,0,Remote,No
E04560,46,Female,Redmond,Engineering,Software Engineer,97,145500,4,83,0,Hybrid,No
E04561,52,Female,Dallas,Engineering,Senior Software Engineer,60,155900,4,70,0,Remote,No
E04562,36,Female,Dallas,Operations,Process Improvement Analyst,110,126400,4,66,1,Hybrid,No
E04563,34,Female,Atlanta,HR,Recruiter,56,127000,4,64,1,Remote,No
E04564,39,Male,Redmond,Engineering,Data Engineer,95,164500,3,79,0,Remote,No
E04565,41,Male,Dublin,Marketing,Growth Marketing Manager,42,107100,3,79,1,Remote,Yes
E04566,30,Male,Atlanta,Engineering,Engineering Manager,102,142400,3,98,1,Hybrid,No
E04567,29,Female,Austin,Sales,Sales Operations Analyst,39,125500,4,81,0,Remote,No
E04568,32,Male,London,Finance,FP&A Analyst,74,103000,3,75,0,Hybrid,Yes
E04569,38,Male,Dublin,Sales,Sales Manager,46,115700,4,89,0,Hybrid,No
E04570,43,Male,Dallas,IT,IT Support Engineer,140,136200,3,79,1,Hybrid,No
E04571,31,Male,Chicago,Operations,Business Operations Specialist,120,137600,4,57,0,Onsite,No
E04572,29,Female,Redmond,Engineering,Engineering Manager,62,145400,3,52,0,Hybrid,No
E04573,27,Female,Atlanta,Sales,Sales Manager,33,117500,4,66,0,Hybrid,No
E04574,35,Female,New York,Sales,Business Development Rep,58,101100,3,50,0,Remote,No
E04575,47,Female,Dublin,Product,Program Manager,20,152800,3,73,0,Hybrid,No
E04576,32,Male,Redmond,IT,Security Analyst,74,123000,4,86,0,Remote,No
E04577,43,Female,Dallas,Marketing,Campaign Manager,83,108900,3,55,0,Remote,No
E04578,50,Male,Redmond,Engineering,Senior Software Engineer,33,149600,3,58,0,Hybrid,No
E04579,44,Male,Seattle,Sales,Business Development Rep,58,123800,4,59,1,Onsite,No
E04580,41,Male,Dublin,Legal,Paralegal,80,150000,3,75,0,Onsite,No
E04581,24,Female,Chicago,Sales,Business Development Rep,98,122200,3,42,0,Onsite,No
E04582,53,Male,Redmond,Product,Product Analyst,39,129400,3,72,0,Hybrid,No
E04583,35,Male,Redmond,Sales,Account Executive,127,123000,4,80,0,Hybrid,No
E04584,34,Female,London,Finance,Financial Analyst,11,99200,3,72,0,Hybrid,No
E04585,22,Male,Dallas,Customer Support,Support Specialist,44,72300,3,79,0,Hybrid,No
E04586,52,Female,Austin,HR,HR Analyst,95,127400,3,66,0,Remote,No
E04587,50,Female,Redmond,Engineering,Engineering Manager,119,160600,4,75,0,Hybrid,No
E04588,44,Male,Bangalore,IT,Systems Analyst,45,77000,3,60,0,Hybrid,No
E04589,41,Male,New York,Legal,Paralegal,123,151300,5,66,0,Onsite,No
E04590,29,Male,Seattle,Marketing,Growth Marketing Manager,133,119300,4,77,0,Hybrid,Yes
E04591,42,Male,Bangalore,Engineering,Senior Software Engineer,88,164300,3,38,0,Hybrid,No
E04592,29,Male,London,Sales,Sales Manager,21,133700,4,59,0,Hybrid,Yes
E04593,43,Female,Toronto,Engineering,Engineering Manager,13,132800,3,86,1,Hybrid,No
E04594,39,Female,Redmond,Legal,Compliance Analyst,30,129600,3,93,0,Hybrid,No
E04595,28,Female,Seattle,Customer Support,Escalations Analyst,40,83500,5,74,1,Hybrid,No
E04596,32,Female,Chicago,Product,UX Research Coordinator,19,144900,4,60,0,Remote,No
E04597,41,Male,Austin,Customer Support,Escalations Analyst,128,86000,4,84,0,Hybrid,No
E04598,27,Male,Toronto,Sales,Business Development Rep,73,108500,5,90,0,Onsite,No
E04599,42,Female,London,Customer Support,Support Team Lead,56,91900,5,68,0,Hybrid,No
E04600,50,Female,Bangalore,Legal,Contract Analyst,37,129400,5,68,0,Onsite,Yes
E04601,27,Female,Seattle,Engineering,Data Engineer,81,150100,4,84,1,Hybrid,No
E04602,25,Male,London,Customer Support,Support Specialist,37,57300,3,58,0,Onsite,Yes
E04603,41,Male,Dublin,Product,Product Analyst,34,131200,3,67,0,Hybrid,No
E04604,53,Male,Atlanta,Operations,Operations Manager,147,128200,5,68,0,Remote,No
E04605,39,Female,Austin,Engineering,Engineering Manager,23,131700,4,98,0,Onsite,No
E04606,28,Male,Chicago,Finance,Accounting Analyst,62,129700,4,73,0,Hybrid,Yes
E04607,42,Male,Toronto,Engineering,Software Engineer,16,144100,5,66,0,Hybrid,No
E04608,46,Female,New York,HR,HR Business Partner,62,101100,3,58,0,Remote,No
E04609,28,Female,Dublin,Finance,Finance Manager,119,103500,3,52,0,Remote,Yes
E04610,47,Male,Redmond,Operations,Process Improvement Analyst,18,113700,4,74,0,Hybrid,No
E04611,45,Female,Seattle,Marketing,Content Strategist,33,110900,3,75,0,Hybrid,No
E04612,55,Male,Redmond,Sales,Sales Manager,127,147500,4,70,0,Hybrid,Yes
E04613,41,Male,London,Engineering,Senior Software Engineer,89,150600,3,75,1,Hybrid,No
E04614,45,Female,Atlanta,Customer Support,Support Team Lead,23,62200,4,60,0,Hybrid,Yes
E04615,45,Male,Redmond,HR,HR Analyst,25,78200,3,64,0,Onsite,No
E04616,33,Male,Toronto,Marketing,Marketing Analyst,77,99600,5,75,0,Remote,No
E04617,35,Male,Chicago,Sales,Business Development Rep,38,102700,5,64,1,Hybrid,Yes
E04618,35,Female,Atlanta,Marketing,Marketing Analyst,33,98400,3,64,0,Hybrid,No
E04619,30,Male,Chicago,Engineering,Data Engineer,16,140100,5,67,0,Hybrid,No
E04620,39,Male,Redmond,Sales,Sales Operations Analyst,109,125400,4,56,0,Hybrid,Yes
E04621,29,Male,Redmond,Engineering,Senior Software Engineer,25,159500,4,84,0,Remote,No
E04622,35,Male,Austin,Marketing,Campaign Manager,111,101800,4,59,0,Hybrid,Yes
E04623,30,Male,London,Customer Support,Customer Success Manager,105,99600,4,88,0,Hybrid,No
E04624,36,Female,Redmond,Operations,Process Improvement Analyst,93,99000,3,72,0,Onsite,No
E04625,35,Female,Dallas,Sales,Business Development Rep,41,130100,4,76,0,Remote,Yes
E04626,46,Female,London,Engineering,Senior Software Engineer,68,137000,4,49,0,Hybrid,No
E04627,35,Female,Austin,Marketing,Content Strategist,28,98000,3,67,0,Remote,No
E04628,35,Female,Seattle,Sales,Sales Operations Analyst,82,123800,2,54,0,Hybrid,No
E04629,48,Female,Bangalore,Engineering,Senior Software Engineer,95,142900,4,61,1,Hybrid,No
E04630,43,Female,Atlanta,Sales,Account Executive,22,121200,4,72,0,Hybrid,No
E04631,33,Female,Redmond,IT,Cloud Operations Analyst,163,113200,4,64,0,Remote,No
E04632,34,Female,Redmond,Product,UX Research Coordinator,84,156000,4,63,1,Onsite,Yes
E04633,42,Male,Austin,Engineering,Data Engineer,151,137700,3,82,0,Onsite,No
E04634,50,Female,Atlanta,Product,UX Research Coordinator,80,125100,4,79,0,Hybrid,No
E04635,53,Female,Austin,Operations,Operations Analyst,41,86600,4,74,0,Remote,No
E04636,38,Male,Redmond,Product,Product Analyst,61,134200,2,71,0,Hybrid,No
E04637,30,Female,London,Customer Support,Support Team Lead,60,88700,3,83,1,Hybrid,No
E04638,35,Male,Chicago,Engineering,Senior Software Engineer,34,138300,4,61,0,Hybrid,No
E04639,33,Female,Austin,Legal,Legal Operations Specialist,62,150700,4,83,1,Hybrid,No
E04640,30,Female,Seattle,Sales,Account Executive,95,139900,3,69,0,Remote,No
E04641,49,Non-Binary,Dallas,HR,Recruiter,61,105300,3,73,0,Hybrid,No
E04642,38,Male,Redmond,Engineering,Engineering Manager,43,108800,4,67,0,Hybrid,No
E04643,37,Female,Atlanta,Sales,Sales Manager,26,121800,2,77,1,Remote,Yes
E04644,32,Male,Redmond,Product,Product Analyst,99,141000,4,65,0,Remote,No
E04645,35,Female,New York,Operations,Process Improvement Analyst,49,99300,4,55,1,Remote,No
E04646,37,Female,Seattle,Engineering,Engineering Manager,100,130200,3,73,0,Remote,Yes
E04647,35,Female,Redmond,Product,Program Manager,38,137600,3,61,0,Hybrid,No
E04648,35,Female,Toronto,Legal,Contract Analyst,42,136200,5,68,0,Hybrid,No
E04649,39,Female,Seattle,Engineering,Senior Software Engineer,119,165000,3,82,0,Hybrid,No
E04650,48,Male,Seattle,Sales,Sales Operations Analyst,83,140900,4,72,0,Remote,No
E04651,44,Male,Bangalore,Engineering,Senior Software Engineer,125,166300,3,58,0,Onsite,No
E04652,37,Male,Atlanta,HR,HR Business Partner,29,107000,4,69,0,Remote,No
E04653,31,Female,Bangalore,Finance,FP&A Analyst,100,125200,4,73,0,Hybrid,No
E04654,31,Male,Redmond,Legal,Paralegal,57,124800,4,78,0,Remote,No
E04655,38,Male,Redmond,Legal,Paralegal,62,139800,5,92,0,Hybrid,No
E04656,40,Male,Dallas,Marketing,Campaign Manager,40,119500,5,65,0,Hybrid,Yes
E04657,29,Male,Redmond,Operations,Operations Analyst,17,67200,3,61,0,Hybrid,No
E04658,31,Female,Seattle,Customer Support,Escalations Analyst,84,107100,5,63,0,Remote,No
E04659,36,Male,London,Operations,Operations Manager,102,109600,5,70,1,Hybrid,No
E04660,46,Male,Seattle,Engineering,Data Engineer,82,160000,5,70,0,Hybrid,No
E04661,42,Male,Atlanta,Customer Support,Support Specialist,52,71000,4,46,0,Remote,No
E04662,35,Female,Redmond,IT,Security Analyst,21,115400,4,80,1,Hybrid,No
E04663,51,Female,London,Engineering,Senior Software Engineer,146,143400,3,63,1,Remote,No
E04664,38,Female,Austin,Finance,Financial Analyst,83,137200,3,66,0,Remote,Yes
E04665,31,Male,Austin,Operations,Operations Analyst,43,98000,5,83,0,Remote,No
E04666,39,Male,Atlanta,Sales,Sales Operations Analyst,12,102900,3,66,0,Remote,No
E04667,35,Male,Chicago,Engineering,Senior Software Engineer,53,149900,3,64,1,Remote,No
E04668,58,Female,Dublin,HR,Recruiter,45,117200,5,54,1,Onsite,No
E04669,35,Female,Seattle,Product,Program Manager,83,147200,4,67,1,Remote,No
E04670,30,Male,Redmond,Customer Support,Customer Success Manager,37,100700,4,88,0,Hybrid,No
E04671,31,Male,Atlanta,Engineering,Software Engineer,37,163300,4,96,1,Hybrid,No
E04672,38,Female,Atlanta,Operations,Operations Analyst,74,107500,4,69,1,Hybrid,No
E04673,33,Male,Redmond,Marketing,Marketing Analyst,89,115600,4,72,1,Hybrid,No
E04674,32,Non-Binary,Redmond,Finance,Accounting Analyst,28,132500,3,79,0,Remote,No
E04675,44,Female,Dublin,IT,Systems Analyst,85,106600,3,86,0,Remote,Yes
E04676,34,Female,New York,Product,Product Manager,41,143100,3,79,0,Remote,Yes
E04677,43,Male,Dublin,Engineering,Data Engineer,58,166600,3,82,0,Onsite,Yes
E04678,40,Male,Dublin,Marketing,Content Strategist,33,127900,4,54,0,Hybrid,No
E04679,34,Female,Seattle,HR,People Program Manager,58,117900,3,71,0,Hybrid,No
E04680,35,Male,Austin,HR,Recruiter,98,117500,4,69,1,Hybrid,Yes
E04681,43,Non-Binary,Chicago,Engineering,Senior Software Engineer,150,168200,2,70,0,Onsite,No
E04682,42,Male,Dallas,Engineering,Data Engineer,83,162700,5,77,0,Hybrid,No
E04683,33,Non-Binary,Austin,Legal,Contract Analyst,41,121800,3,87,0,Onsite,No
E04684,37,Female,Dublin,Engineering,Data Engineer,68,128300,5,69,0,Remote,No
E04685,31,Male,Atlanta,Marketing,Growth Marketing Manager,87,133200,5,95,1,Onsite,No
E04686,40,Female,Chicago,Customer Support,Escalations Analyst,120,98300,2,62,0,Remote,Yes
E04687,37,Male,Toronto,Finance,Accounting Analyst,82,123000,2,78,1,Remote,No
E04688,39,Female,Atlanta,Operations,Business Operations Specialist,72,97300,4,89,0,Hybrid,Yes
E04689,54,Female,Atlanta,Product,UX Research Coordinator,48,145000,3,76,0,Remote,No
E04690,25,Male,Dublin,HR,HR Analyst,16,106700,5,75,0,Hybrid,Yes
E04691,45,Female,Toronto,Finance,Finance Manager,158,147400,5,72,0,Onsite,Yes
E04692,36,Male,Atlanta,Product,Product Analyst,93,138200,3,93,0,Hybrid,No
E04693,45,Female,London,Operations,Process Improvement Analyst,44,117700,5,64,0,Remote,No
E04694,39,Female,Chicago,Finance,Accounting Analyst,39,106400,4,61,0,Hybrid,No
E04695,37,Male,New York,Marketing,Marketing Analyst,24,93300,3,74,0,Remote,No
E04696,50,Female,Toronto,Marketing,Content Strategist,41,101600,3,57,0,Onsite,No
E04697,33,Male,Dallas,Engineering,Software Engineer,44,141900,3,46,0,Onsite,No
E04698,48,Male,London,Engineering,Software Engineer,72,155200,3,81,0,Hybrid,No
E04699,42,Male,Dublin,Finance,Finance Manager,96,145400,3,68,1,Hybrid,No
E04700,45,Female,Redmond,Sales,Sales Manager,118,145100,5,91,0,Hybrid,No
E04701,46,Male,Chicago,Engineering,Data Engineer,25,140300,4,63,0,Hybrid,No
E04702,31,Female,Redmond,Customer Support,Support Team Lead,152,115600,4,64,1,Hybrid,No
E04703,37,Male,Redmond,Engineering,Senior Software Engineer,165,158200,5,80,0,Remote,No
E04704,27,Female,Redmond,Sales,Account Executive,32,136300,5,76,0,Hybrid,No
E04705,35,Female,Dallas,Product,Product Analyst,99,140100,3,66,0,Onsite,No
E04706,41,Male,Seattle,Sales,Business Development Rep,74,123300,3,74,1,Hybrid,No
E04707,29,Female,Seattle,Engineering,Software Engineer,17,129600,5,84,0,Hybrid,Yes
E04708,41,Female,Chicago,Finance,Financial Analyst,114,146600,2,73,0,Hybrid,Yes
E04709,45,Female,Dublin,Product,Program Manager,46,128300,4,79,0,Hybrid,No
E04710,48,Male,Atlanta,Marketing,Growth Marketing Manager,42,101900,4,76,1,Hybrid,No
E04711,56,Female,Dublin,IT,IT Support Engineer,89,117600,3,81,0,Remote,No
E04712,30,Male,Redmond,Legal,Compliance Analyst,51,144600,5,60,1,Remote,No
E04713,47,Male,London,Marketing,Marketing Analyst,79,130700,4,60,0,Remote,No
E04714,59,Male,Atlanta,Operations,Operations Manager,33,108300,5,95,0,Onsite,No
E04715,39,Male,Redmond,Engineering,Software Engineer,108,149700,3,81,0,Onsite,No
E04716,39,Male,Redmond,Engineering,Data Engineer,50,143100,3,98,1,Remote,No
E04717,44,Female,Dallas,Engineering,Engineering Manager,81,144700,5,90,1,Hybrid,No
E04718,49,Female,Austin,Finance,Accounting Analyst,95,133700,4,94,0,Hybrid,Yes
E04719,25,Male,London,HR,HR Analyst,67,111300,2,84,1,Remote,No
E04720,46,Male,Bangalore,Customer Support,Customer Success Manager,87,94900,5,40,0,Hybrid,Yes
E04721,26,Female,Toronto,Finance,Accounting Analyst,120,128600,4,47,0,Remote,No
E04722,33,Female,New York,Product,UX Research Coordinator,32,122600,3,61,0,Remote,No
E04723,42,Female,London,Sales,Account Executive,49,132500,3,72,0,Hybrid,No
E04724,47,Female,Atlanta,Marketing,Campaign Manager,92,119300,3,82,1,Hybrid,No
E04725,35,Non-Binary,Toronto,Sales,Account Executive,135,134300,2,38,0,Hybrid,Yes
